Edad;Unidad;Sexo;Periodo;Total
De 50 a 54 años;Valor absoluto;Hombres;2022T4;162,9
De 50 a 54 años;Valor absoluto;Hombres;2022T3;165,0
De 50 a 54 años;Valor absoluto;Hombres;2022T2;163,0
De 50 a 54 años;Valor absoluto;Hombres;2022T1;186,9
De 50 a 54 años;Valor absoluto;Hombres;2021T4;164,3
De 50 a 54 años;Valor absoluto;Hombres;2021T3;154,8
De 50 a 54 años;Valor absoluto;Hombres;2021T2;167,4
De 50 a 54 años;Valor absoluto;Hombres;2021T1;181,1
De 50 a 54 años;Valor absoluto;Hombres;2020T4;175,6
De 50 a 54 años;Valor absoluto;Hombres;2020T3;173,3
De 50 a 54 años;Valor absoluto;Hombres;2020T2;167,0
De 50 a 54 años;Valor absoluto;Hombres;2020T1;175,2
De 50 a 54 años;Valor absoluto;Hombres;2019T4;158,2
De 50 a 54 años;Valor absoluto;Hombres;2019T3;160,0
De 50 a 54 años;Valor absoluto;Hombres;2019T2;179,3
De 50 a 54 años;Valor absoluto;Hombres;2019T1;179,1
De 50 a 54 años;Valor absoluto;Hombres;2018T4;177,5
De 50 a 54 años;Valor absoluto;Hombres;2018T3;178,7
De 50 a 54 años;Valor absoluto;Hombres;2018T2;184,9
De 50 a 54 años;Valor absoluto;Hombres;2018T1;216,7
De 50 a 54 años;Valor absoluto;Hombres;2017T4;201,2
De 50 a 54 años;Valor absoluto;Hombres;2017T3;195,7
De 50 a 54 años;Valor absoluto;Hombres;2017T2;211,7
De 50 a 54 años;Valor absoluto;Hombres;2017T1;236,7
De 50 a 54 años;Valor absoluto;Hombres;2016T4;226,4
De 50 a 54 años;Valor absoluto;Hombres;2016T3;228,4
De 50 a 54 años;Valor absoluto;Hombres;2016T2;255,8
De 50 a 54 años;Valor absoluto;Hombres;2016T1;258,2
De 50 a 54 años;Valor absoluto;Hombres;2015T4;251,1
De 50 a 54 años;Valor absoluto;Hombres;2015T3;272,1
De 50 a 54 años;Valor absoluto;Hombres;2015T2;277,7
De 50 a 54 años;Valor absoluto;Hombres;2015T1;295,2
De 50 a 54 años;Valor absoluto;Hombres;2014T4;291,7
De 50 a 54 años;Valor absoluto;Hombres;2014T3;275,6
De 50 a 54 años;Valor absoluto;Hombres;2014T2;295,1
De 50 a 54 años;Valor absoluto;Hombres;2014T1;313,9
De 50 a 54 años;Valor absoluto;Hombres;2013T4;310,6
De 50 a 54 años;Valor absoluto;Hombres;2013T3;298,2
De 50 a 54 años;Valor absoluto;Hombres;2013T2;293,5
De 50 a 54 años;Valor absoluto;Hombres;2013T1;308,5
De 50 a 54 años;Valor absoluto;Hombres;2012T4;280,3
De 50 a 54 años;Valor absoluto;Hombres;2012T3;288,9
De 50 a 54 años;Valor absoluto;Hombres;2012T2;280,7
De 50 a 54 años;Valor absoluto;Hombres;2012T1;267,6
De 50 a 54 años;Valor absoluto;Hombres;2011T4;244,0
De 50 a 54 años;Valor absoluto;Hombres;2011T3;222,9
De 50 a 54 años;Valor absoluto;Hombres;2011T2;215,8
De 50 a 54 años;Valor absoluto;Hombres;2011T1;215,2
De 50 a 54 años;Valor absoluto;Hombres;2010T4;210,0
De 50 a 54 años;Valor absoluto;Hombres;2010T3;185,5
De 50 a 54 años;Valor absoluto;Hombres;2010T2;196,2
De 50 a 54 años;Valor absoluto;Hombres;2010T1;193,3
De 50 a 54 años;Valor absoluto;Mujeres;2025T3;179,0
De 50 a 54 años;Valor absoluto;Mujeres;2025T2;163,7
De 50 a 54 años;Valor absoluto;Mujeres;2025T1;172,8
De 50 a 54 años;Valor absoluto;Mujeres;2024T4;166,0
De 50 a 54 años;Valor absoluto;Mujeres;2024T3;170,4
De 50 a 54 años;Valor absoluto;Mujeres;2024T2;177,3
De 50 a 54 años;Valor absoluto;Mujeres;2024T1;180,9
De 50 a 54 años;Valor absoluto;Mujeres;2023T4;166,2
De 50 a 54 años;Valor absoluto;Mujeres;2023T3;182,6
De 50 a 54 años;Valor absoluto;Mujeres;2023T2;174,4
De 50 a 54 años;Valor absoluto;Mujeres;2023T1;218,0
De 50 a 54 años;Valor absoluto;Mujeres;2022T4;217,1
De 50 a 54 años;Valor absoluto;Mujeres;2022T3;207,2
De 50 a 54 años;Valor absoluto;Mujeres;2022T2;210,8
De 50 a 54 años;Valor absoluto;Mujeres;2022T1;219,1
De 50 a 54 años;Valor absoluto;Mujeres;2021T4;202,9
De 50 a 54 años;Valor absoluto;Mujeres;2021T3;220,2
De 50 a 54 años;Valor absoluto;Mujeres;2021T2;215,0
De 50 a 54 años;Valor absoluto;Mujeres;2021T1;212,2
De 50 a 54 años;Valor absoluto;Mujeres;2020T4;218,9
De 50 a 54 años;Valor absoluto;Mujeres;2020T3;194,7
De 50 a 54 años;Valor absoluto;Mujeres;2020T2;176,5
De 50 a 54 años;Valor absoluto;Mujeres;2020T1;196,3
De 50 a 54 años;Valor absoluto;Mujeres;2019T4;200,0
De 50 a 54 años;Valor absoluto;Mujeres;2019T3;207,9
De 50 a 54 años;Valor absoluto;Mujeres;2019T2;208,8
De 50 a 54 años;Valor absoluto;Mujeres;2019T1;218,9
De 50 a 54 años;Valor absoluto;Mujeres;2018T4;204,7
De 50 a 54 años;Valor absoluto;Mujeres;2018T3;197,3
De 50 a 54 años;Valor absoluto;Mujeres;2018T2;212,9
De 50 a 54 años;Valor absoluto;Mujeres;2018T1;229,3
De 50 a 54 años;Valor absoluto;Mujeres;2017T4;223,5
De 50 a 54 años;Valor absoluto;Mujeres;2017T3;214,6
De 50 a 54 años;Valor absoluto;Mujeres;2017T2;232,2
De 50 a 54 años;Valor absoluto;Mujeres;2017T1;245,8
De 50 a 54 años;Valor absoluto;Mujeres;2016T4;243,9
De 50 a 54 años;Valor absoluto;Mujeres;2016T3;245,8
De 50 a 54 años;Valor absoluto;Mujeres;2016T2;257,7
De 50 a 54 años;Valor absoluto;Mujeres;2016T1;252,0
De 50 a 54 años;Valor absoluto;Mujeres;2015T4;245,9
De 50 a 54 años;Valor absoluto;Mujeres;2015T3;240,5
De 50 a 54 años;Valor absoluto;Mujeres;2015T2;260,0
De 50 a 54 años;Valor absoluto;Mujeres;2015T1;262,5
De 50 a 54 años;Valor absoluto;Mujeres;2014T4;261,5
De 50 a 54 años;Valor absoluto;Mujeres;2014T3;264,0
De 50 a 54 años;Valor absoluto;Mujeres;2014T2;266,4
De 50 a 54 años;Valor absoluto;Mujeres;2014T1;263,4
De 50 a 54 años;Valor absoluto;Mujeres;2013T4;274,2
De 50 a 54 años;Valor absoluto;Mujeres;2013T3;266,7
De 50 a 54 años;Valor absoluto;Mujeres;2013T2;252,7
De 50 a 54 años;Valor absoluto;Mujeres;2013T1;245,2
De 50 a 54 años;Valor absoluto;Mujeres;2012T4;240,1
De 50 a 54 años;Valor absoluto;Mujeres;2012T3;233,0
De 50 a 54 años;Valor absoluto;Mujeres;2012T2;218,3
De 50 a 54 años;Valor absoluto;Mujeres;2012T1;225,3
De 50 a 54 años;Valor absoluto;Mujeres;2011T4;189,4
De 50 a 54 años;Valor absoluto;Mujeres;2011T3;189,0
De 50 a 54 años;Valor absoluto;Mujeres;2011T2;170,5
De 50 a 54 años;Valor absoluto;Mujeres;2011T1;170,7
De 50 a 54 años;Valor absoluto;Mujeres;2010T4;167,3
De 50 a 54 años;Valor absoluto;Mujeres;2010T3;147,4
De 50 a 54 años;Valor absoluto;Mujeres;2010T2;162,2
De 50 a 54 años;Valor absoluto;Mujeres;2010T1;144,9
De 50 a 54 años;Porcentaje;Ambos sexos;2025T3;10,5
De 50 a 54 años;Porcentaje;Ambos sexos;2025T2;11,1
De 50 a 54 años;Porcentaje;Ambos sexos;2025T1;10,7
De 50 a 54 años;Porcentaje;Ambos sexos;2024T4;11,3
De 50 a 54 años;Porcentaje;Ambos sexos;2024T3;11,0
De 50 a 54 años;Porcentaje;Ambos sexos;2024T2;11,4
De 50 a 54 años;Porcentaje;Ambos sexos;2024T1;10,8
De 50 a 54 años;Porcentaje;Ambos sexos;2023T4;10,6
De 50 a 54 años;Porcentaje;Ambos sexos;2023T3;10,9
De 50 a 54 años;Porcentaje;Ambos sexos;2023T2;11,0
De 50 a 54 años;Porcentaje;Ambos sexos;2023T1;11,5
De 50 a 54 años;Porcentaje;Ambos sexos;2022T4;12,3
De 50 a 54 años;Porcentaje;Ambos sexos;2022T3;12,3
De 50 a 54 años;Porcentaje;Ambos sexos;2022T2;12,5
De 50 a 54 años;Porcentaje;Ambos sexos;2022T1;12,6
De 50 a 54 años;Porcentaje;Ambos sexos;2021T4;11,7
De 50 a 54 años;Porcentaje;Ambos sexos;2021T3;10,8
De 50 a 54 años;Porcentaje;Ambos sexos;2021T2;10,7
De 50 a 54 años;Porcentaje;Ambos sexos;2021T1;10,6
De 50 a 54 años;Porcentaje;Ambos sexos;2020T4;10,6
De 50 a 54 años;Porcentaje;Ambos sexos;2020T3;9,9
De 50 a 54 años;Porcentaje;Ambos sexos;2020T2;10,2
De 50 a 54 años;Porcentaje;Ambos sexos;2020T1;11,2
De 50 a 54 años;Porcentaje;Ambos sexos;2019T4;11,2
De 50 a 54 años;Porcentaje;Ambos sexos;2019T3;11,4
De 50 a 54 años;Porcentaje;Ambos sexos;2019T2;12,0
De 50 a 54 años;Porcentaje;Ambos sexos;2019T1;11,9
De 50 a 54 años;Porcentaje;Ambos sexos;2018T4;11,6
De 50 a 54 años;Porcentaje;Ambos sexos;2018T3;11,3
De 50 a 54 años;Porcentaje;Ambos sexos;2018T2;11,4
De 50 a 54 años;Porcentaje;Ambos sexos;2018T1;11,8
De 50 a 54 años;Porcentaje;Ambos sexos;2017T4;11,3
De 50 a 54 años;Porcentaje;Ambos sexos;2017T3;11,0
De 50 a 54 años;Porcentaje;Ambos sexos;2017T2;11,3
De 50 a 54 años;Porcentaje;Ambos sexos;2017T1;11,3
De 50 a 54 años;Porcentaje;Ambos sexos;2016T4;11,1
De 50 a 54 años;Porcentaje;Ambos sexos;2016T3;11,0
De 50 a 54 años;Porcentaje;Ambos sexos;2016T2;11,2
De 50 a 54 años;Porcentaje;Ambos sexos;2016T1;10,6
De 50 a 54 años;Porcentaje;Ambos sexos;2015T4;10,4
De 50 a 54 años;Porcentaje;Ambos sexos;2015T3;10,6
De 50 a 54 años;Porcentaje;Ambos sexos;2015T2;10,4
De 50 a 54 años;Porcentaje;Ambos sexos;2015T1;10,2
De 50 a 54 años;Porcentaje;Ambos sexos;2014T4;10,1
De 50 a 54 años;Porcentaje;Ambos sexos;2014T3;9,9
De 50 a 54 años;Porcentaje;Ambos sexos;2014T2;10,0
De 50 a 54 años;Porcentaje;Ambos sexos;2014T1;9,7
De 50 a 54 años;Porcentaje;Ambos sexos;2013T4;9,9
De 50 a 54 años;Porcentaje;Ambos sexos;2013T3;9,5
De 50 a 54 años;Porcentaje;Ambos sexos;2013T2;9,0
De 50 a 54 años;Porcentaje;Ambos sexos;2013T1;8,8
De 50 a 54 años;Porcentaje;Ambos sexos;2012T4;8,6
De 50 a 54 años;Porcentaje;Ambos sexos;2012T3;9,0
De 50 a 54 años;Porcentaje;Ambos sexos;2012T2;8,7
De 50 a 54 años;Porcentaje;Ambos sexos;2012T1;8,7
De 50 a 54 años;Porcentaje;Ambos sexos;2011T4;8,2
De 50 a 54 años;Porcentaje;Ambos sexos;2011T3;8,2
De 50 a 54 años;Porcentaje;Ambos sexos;2011T2;8,0
De 50 a 54 años;Porcentaje;Ambos sexos;2011T1;7,8
De 50 a 54 años;Porcentaje;Ambos sexos;2010T4;8,0
De 50 a 54 años;Porcentaje;Ambos sexos;2010T3;7,3
De 50 a 54 años;Porcentaje;Ambos sexos;2010T2;7,7
De 50 a 54 años;Porcentaje;Ambos sexos;2010T1;7,3
De 50 a 54 años;Porcentaje;Hombres;2025T3;8,2
De 50 a 54 años;Porcentaje;Hombres;2025T2;9,9
De 50 a 54 años;Porcentaje;Hombres;2025T1;9,5
De 50 a 54 años;Porcentaje;Hombres;2024T4;10,4
De 50 a 54 años;Porcentaje;Hombres;2024T3;10,1
De 50 a 54 años;Porcentaje;Hombres;2024T2;10,4
De 50 a 54 años;Porcentaje;Hombres;2024T1;10,1
De 50 a 54 años;Porcentaje;Hombres;2023T4;10,4
De 50 a 54 años;Porcentaje;Hombres;2023T3;10,0
De 50 a 54 años;Porcentaje;Hombres;2023T2;10,3
De 50 a 54 años;Porcentaje;Hombres;2023T1;10,1
De 50 a 54 años;Porcentaje;Hombres;2022T4;11,3
De 50 a 54 años;Porcentaje;Hombres;2022T3;12,1
De 50 a 54 años;Porcentaje;Hombres;2022T2;11,6
De 50 a 54 años;Porcentaje;Hombres;2022T1;12,4
De 50 a 54 años;Porcentaje;Hombres;2021T4;11,1
De 50 a 54 años;Porcentaje;Hombres;2021T3;9,4
De 50 a 54 años;Porcentaje;Hombres;2021T2;10,0
De 50 a 54 años;Porcentaje;Hombres;2021T1;10,4
De 50 a 54 años;Porcentaje;Hombres;2020T4;10,2
De 50 a 54 años;Porcentaje;Hombres;2020T3;9,9
De 50 a 54 años;Porcentaje;Hombres;2020T2;10,0
De 50 a 54 años;Porcentaje;Hombres;2020T1;11,2
De 50 a 54 años;Porcentaje;Hombres;2019T4;10,5
De 50 a 54 años;Porcentaje;Hombres;2019T3;10,7
De 50 a 54 años;Porcentaje;Hombres;2019T2;11,7
De 50 a 54 años;Porcentaje;Hombres;2019T1;11,4
De 50 a 54 años;Porcentaje;Hombres;2018T4;11,3
De 50 a 54 años;Porcentaje;Hombres;2018T3;11,1
De 50 a 54 años;Porcentaje;Hombres;2018T2;11,0
De 50 a 54 años;Porcentaje;Hombres;2018T1;11,8
De 50 a 54 años;Porcentaje;Hombres;2017T4;11,1
De 50 a 54 años;Porcentaje;Hombres;2017T3;10,8
De 50 a 54 años;Porcentaje;Hombres;2017T2;11,1
De 50 a 54 años;Porcentaje;Hombres;2017T1;11,3
De 50 a 54 años;Porcentaje;Hombres;2016T4;10,8
De 50 a 54 años;Porcentaje;Hombres;2016T3;10,7
De 50 a 54 años;Porcentaje;Hombres;2016T2;11,4
De 50 a 54 años;Porcentaje;Hombres;2016T1;10,9
De 50 a 54 años;Porcentaje;Hombres;2015T4;10,5
De 50 a 54 años;Porcentaje;Hombres;2015T3;11,1
De 50 a 54 años;Porcentaje;Hombres;2015T2;10,7
De 50 a 54 años;Porcentaje;Hombres;2015T1;10,5
De 50 a 54 años;Porcentaje;Hombres;2014T4;10,3
De 50 a 54 años;Porcentaje;Hombres;2014T3;9,9
De 50 a 54 años;Porcentaje;Hombres;2014T2;10,1
De 50 a 54 años;Porcentaje;Hombres;2014T1;10,1
De 50 a 54 años;Porcentaje;Hombres;2013T4;10,0
De 50 a 54 años;Porcentaje;Hombres;2013T3;9,4
De 50 a 54 años;Porcentaje;Hombres;2013T2;9,2
De 50 a 54 años;Porcentaje;Hombres;2013T1;9,2
De 50 a 54 años;Porcentaje;Hombres;2012T4;8,7
De 50 a 54 años;Porcentaje;Hombres;2012T3;9,2
De 50 a 54 años;Porcentaje;Hombres;2012T2;9,0
De 50 a 54 años;Porcentaje;Hombres;2012T1;8,8
De 50 a 54 años;Porcentaje;Hombres;2011T4;8,5
De 50 a 54 años;Porcentaje;Hombres;2011T3;8,3
De 50 a 54 años;Porcentaje;Hombres;2011T2;8,2
De 50 a 54 años;Porcentaje;Hombres;2011T1;8,1
De 50 a 54 años;Porcentaje;Hombres;2010T4;8,2
De 50 a 54 años;Porcentaje;Hombres;2010T3;7,5
De 50 a 54 años;Porcentaje;Hombres;2010T2;7,7
De 50 a 54 años;Porcentaje;Hombres;2010T1;7,6
De 50 a 54 años;Porcentaje;Mujeres;2025T3;12,5
De 50 a 54 años;Porcentaje;Mujeres;2025T2;12,1
De 50 a 54 años;Porcentaje;Mujeres;2025T1;11,7
De 50 a 54 años;Porcentaje;Mujeres;2024T4;12,2
De 50 a 54 años;Porcentaje;Mujeres;2024T3;11,8
De 50 a 54 años;Porcentaje;Mujeres;2024T2;12,2
De 50 a 54 años;Porcentaje;Mujeres;2024T1;11,5
De 50 a 54 años;Porcentaje;Mujeres;2023T4;10,9
De 50 a 54 años;Porcentaje;Mujeres;2023T3;11,7
De 50 a 54 años;Porcentaje;Mujeres;2023T2;11,6
De 50 a 54 años;Porcentaje;Mujeres;2023T1;12,7
De 50 a 54 años;Porcentaje;Mujeres;2022T4;13,2
De 50 a 54 años;Porcentaje;Mujeres;2022T3;12,5
De 50 a 54 años;Porcentaje;Mujeres;2022T2;13,2
De 50 a 54 años;Porcentaje;Mujeres;2022T1;12,9
De 50 a 54 años;Porcentaje;Mujeres;2021T4;12,2
De 50 a 54 años;Porcentaje;Mujeres;2021T3;12,1
De 50 a 54 años;Porcentaje;Mujeres;2021T2;11,3
De 50 a 54 años;Porcentaje;Mujeres;2021T1;10,8
De 50 a 54 años;Porcentaje;Mujeres;2020T4;11,0
De 50 a 54 años;Porcentaje;Mujeres;2020T3;9,9
De 50 a 54 años;Porcentaje;Mujeres;2020T2;10,4
De 50 a 54 años;Porcentaje;Mujeres;2020T1;11,2
De 50 a 54 años;Porcentaje;Mujeres;2019T4;11,9
De 50 a 54 años;Porcentaje;Mujeres;2019T3;12,1
De 50 a 54 años;Porcentaje;Mujeres;2019T2;12,3
De 50 a 54 años;Porcentaje;Mujeres;2019T1;12,3
De 50 a 54 años;Porcentaje;Mujeres;2018T4;11,8
De 50 a 54 años;Porcentaje;Mujeres;2018T3;11,5
De 50 a 54 años;Porcentaje;Mujeres;2018T2;11,7
De 50 a 54 años;Porcentaje;Mujeres;2018T1;11,7
De 50 a 54 años;Porcentaje;Mujeres;2017T4;11,5
De 50 a 54 años;Porcentaje;Mujeres;2017T3;11,2
De 50 a 54 años;Porcentaje;Mujeres;2017T2;11,5
De 50 a 54 años;Porcentaje;Mujeres;2017T1;11,4
De 50 a 54 años;Porcentaje;Mujeres;2016T4;11,4
De 50 a 54 años;Porcentaje;Mujeres;2016T3;11,2
De 50 a 54 años;Porcentaje;Mujeres;2016T2;11,1
De 50 a 54 años;Porcentaje;Mujeres;2016T1;10,4
De 50 a 54 años;Porcentaje;Mujeres;2015T4;10,3
De 50 a 54 años;Porcentaje;Mujeres;2015T3;10,1
De 50 a 54 años;Porcentaje;Mujeres;2015T2;10,2
De 50 a 54 años;Porcentaje;Mujeres;2015T1;9,9
De 50 a 54 años;Porcentaje;Mujeres;2014T4;9,9
De 50 a 54 años;Porcentaje;Mujeres;2014T3;10,0
De 50 a 54 años;Porcentaje;Mujeres;2014T2;9,9
De 50 a 54 años;Porcentaje;Mujeres;2014T1;9,4
De 50 a 54 años;Porcentaje;Mujeres;2013T4;9,7
De 50 a 54 años;Porcentaje;Mujeres;2013T3;9,6
De 50 a 54 años;Porcentaje;Mujeres;2013T2;8,9
De 50 a 54 años;Porcentaje;Mujeres;2013T1;8,4
De 50 a 54 años;Porcentaje;Mujeres;2012T4;8,5
De 50 a 54 años;Porcentaje;Mujeres;2012T3;8,7
De 50 a 54 años;Porcentaje;Mujeres;2012T2;8,4
De 50 a 54 años;Porcentaje;Mujeres;2012T1;8,6
De 50 a 54 años;Porcentaje;Mujeres;2011T4;7,8
De 50 a 54 años;Porcentaje;Mujeres;2011T3;8,2
De 50 a 54 años;Porcentaje;Mujeres;2011T2;7,7
De 50 a 54 años;Porcentaje;Mujeres;2011T1;7,5
De 50 a 54 años;Porcentaje;Mujeres;2010T4;7,8
De 50 a 54 años;Porcentaje;Mujeres;2010T3;7,0
De 50 a 54 años;Porcentaje;Mujeres;2010T2;7,7
De 50 a 54 años;Porcentaje;Mujeres;2010T1;7,0
De 55 a 59 años;Valor absoluto;Ambos sexos;2025T3;277,3
De 55 a 59 años;Valor absoluto;Ambos sexos;2025T2;282,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2025T1;292,0
De 55 a 59 años;Valor absoluto;Ambos sexos;2024T4;270,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2024T3;290,7
De 55 a 59 años;Valor absoluto;Ambos sexos;2024T2;281,8
De 55 a 59 años;Valor absoluto;Ambos sexos;2024T1;303,8
De 55 a 59 años;Valor absoluto;Ambos sexos;2023T4;315,6
De 55 a 59 años;Valor absoluto;Ambos sexos;2023T3;301,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2023T2;310,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2023T1;326,4
De 55 a 59 años;Valor absoluto;Ambos sexos;2022T4;293,7
De 55 a 59 años;Valor absoluto;Ambos sexos;2022T3;282,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2022T2;310,7
De 55 a 59 años;Valor absoluto;Ambos sexos;2022T1;325,3
De 55 a 59 años;Valor absoluto;Ambos sexos;2021T4;332,0
De 55 a 59 años;Valor absoluto;Ambos sexos;2021T3;369,0
De 55 a 59 años;Valor absoluto;Ambos sexos;2021T2;342,3
De 55 a 59 años;Valor absoluto;Ambos sexos;2021T1;352,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2020T4;333,8
De 55 a 59 años;Valor absoluto;Ambos sexos;2020T3;311,8
De 55 a 59 años;Valor absoluto;Ambos sexos;2020T2;289,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2020T1;318,8
De 55 a 59 años;Valor absoluto;Ambos sexos;2019T4;318,2
De 55 a 59 años;Valor absoluto;Ambos sexos;2019T3;298,7
De 55 a 59 años;Valor absoluto;Ambos sexos;2019T2;305,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2019T1;317,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2018T4;312,7
De 55 a 59 años;Valor absoluto;Ambos sexos;2018T3;299,6
De 55 a 59 años;Valor absoluto;Ambos sexos;2018T2;333,9
De 55 a 59 años;Valor absoluto;Ambos sexos;2018T1;360,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2017T4;354,0
De 55 a 59 años;Valor absoluto;Ambos sexos;2017T3;344,4
De 55 a 59 años;Valor absoluto;Ambos sexos;2017T2;359,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2017T1;376,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2016T4;382,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2016T3;377,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2016T2;391,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2016T1;410,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2015T4;415,8
De 55 a 59 años;Valor absoluto;Ambos sexos;2015T3;414,0
De 55 a 59 años;Valor absoluto;Ambos sexos;2015T2;411,6
De 55 a 59 años;Valor absoluto;Ambos sexos;2015T1;419,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2014T4;440,7
De 55 a 59 años;Valor absoluto;Ambos sexos;2014T3;424,8
De 55 a 59 años;Valor absoluto;Ambos sexos;2014T2;435,4
De 55 a 59 años;Valor absoluto;Ambos sexos;2014T1;420,3
De 55 a 59 años;Valor absoluto;Ambos sexos;2013T4;409,3
De 55 a 59 años;Valor absoluto;Ambos sexos;2013T3;384,9
De 55 a 59 años;Valor absoluto;Ambos sexos;2013T2;402,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2013T1;399,6
De 55 a 59 años;Valor absoluto;Ambos sexos;2012T4;373,2
De 55 a 59 años;Valor absoluto;Ambos sexos;2012T3;354,2
De 55 a 59 años;Valor absoluto;Ambos sexos;2012T2;342,7
De 55 a 59 años;Valor absoluto;Ambos sexos;2012T1;336,5
De 55 a 59 años;Valor absoluto;Ambos sexos;2011T4;317,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2011T3;278,3
De 55 a 59 años;Valor absoluto;Ambos sexos;2011T2;264,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2011T1;266,1
De 55 a 59 años;Valor absoluto;Ambos sexos;2010T4;259,7
De 55 a 59 años;Valor absoluto;Ambos sexos;2010T3;256,2
De 55 a 59 años;Valor absoluto;Ambos sexos;2010T2;241,3
De 55 a 59 años;Valor absoluto;Ambos sexos;2010T1;244,6
De 55 a 59 años;Valor absoluto;Hombres;2025T3;119,9
De 55 a 59 años;Valor absoluto;Hombres;2025T2;118,2
De 55 a 59 años;Valor absoluto;Hombres;2025T1;137,7
De 55 a 59 años;Valor absoluto;Hombres;2024T4;124,5
De 55 a 59 años;Valor absoluto;Hombres;2024T3;129,6
De 55 a 59 años;Valor absoluto;Hombres;2024T2;130,3
De 55 a 59 años;Valor absoluto;Hombres;2024T1;140,0
De 55 a 59 años;Valor absoluto;Hombres;2023T4;146,8
De 55 a 59 años;Valor absoluto;Hombres;2023T3;126,8
De 55 a 59 años;Valor absoluto;Hombres;2023T2;134,5
De 55 a 59 años;Valor absoluto;Hombres;2023T1;149,4
De 55 a 59 años;Valor absoluto;Hombres;2022T4;137,4
De 55 a 59 años;Valor absoluto;Hombres;2022T3;129,5
De 55 a 59 años;Valor absoluto;Hombres;2022T2;147,5
De 55 a 59 años;Valor absoluto;Hombres;2022T1;158,4
De 55 a 59 años;Valor absoluto;Hombres;2021T4;143,5
De 55 a 59 años;Valor absoluto;Hombres;2021T3;160,8
De 55 a 59 años;Valor absoluto;Hombres;2021T2;159,0
De 55 a 59 años;Valor absoluto;Hombres;2021T1;166,2
De 55 a 59 años;Valor absoluto;Hombres;2020T4;153,5
De 55 a 59 años;Valor absoluto;Hombres;2020T3;149,2
De 55 a 59 años;Valor absoluto;Hombres;2020T2;145,5
De 55 a 59 años;Valor absoluto;Hombres;2020T1;149,8
De 55 a 59 años;Valor absoluto;Hombres;2019T4;154,3
De 55 a 59 años;Valor absoluto;Hombres;2019T3;149,6
De 55 a 59 años;Valor absoluto;Hombres;2019T2;161,6
De 55 a 59 años;Valor absoluto;Hombres;2019T1;162,0
De 55 a 59 años;Valor absoluto;Hombres;2018T4;156,5
De 55 a 59 años;Valor absoluto;Hombres;2018T3;150,7
De 55 a 59 años;Valor absoluto;Hombres;2018T2;172,0
De 55 a 59 años;Valor absoluto;Hombres;2018T1;185,0
De 55 a 59 años;Valor absoluto;Hombres;2017T4;192,5
De 55 a 59 años;Valor absoluto;Hombres;2017T3;177,3
De 55 a 59 años;Valor absoluto;Hombres;2017T2;184,3
De 55 a 59 años;Valor absoluto;Hombres;2017T1;207,3
De 55 a 59 años;Valor absoluto;Hombres;2016T4;208,6
De 55 a 59 años;Valor absoluto;Hombres;2016T3;204,3
De 55 a 59 años;Valor absoluto;Hombres;2016T2;215,4
De 55 a 59 años;Valor absoluto;Hombres;2016T1;228,9
De 55 a 59 años;Valor absoluto;Hombres;2015T4;232,3
De 55 a 59 años;Valor absoluto;Hombres;2015T3;225,1
De 55 a 59 años;Valor absoluto;Hombres;2015T2;231,4
De 55 a 59 años;Valor absoluto;Hombres;2015T1;245,4
De 55 a 59 años;Valor absoluto;Hombres;2014T4;263,4
De 55 a 59 años;Valor absoluto;Hombres;2014T3;245,1
De 55 a 59 años;Valor absoluto;Hombres;2014T2;247,7
De 55 a 59 años;Valor absoluto;Hombres;2014T1;242,3
De 55 a 59 años;Valor absoluto;Hombres;2013T4;235,4
De 55 a 59 años;Valor absoluto;Hombres;2013T3;229,3
De 55 a 59 años;Valor absoluto;Hombres;2013T2;233,7
De 55 a 59 años;Valor absoluto;Hombres;2013T1;230,8
De 55 a 59 años;Valor absoluto;Hombres;2012T4;215,0
De 55 a 59 años;Valor absoluto;Hombres;2012T3;204,4
De 55 a 59 años;Valor absoluto;Hombres;2012T2;196,3
De 55 a 59 años;Valor absoluto;Hombres;2012T1;197,7
De 55 a 59 años;Valor absoluto;Hombres;2011T4;188,2
De 55 a 59 años;Valor absoluto;Hombres;2011T3;163,8
De 55 a 59 años;Valor absoluto;Hombres;2011T2;155,0
De 55 a 59 años;Valor absoluto;Hombres;2011T1;151,5
